matrix_size,block_x,block_y,threads_per_block,num_blocks,memory_MB,scenario,run,gpu_time_ns,l2_read_hit_rate_pct,l2_total_sectors,l2_read_miss_sectors,l2_write_miss_sectors,sm_cycles_avg,sm_inst_executed,smsp_warps_active_avg,sm_warps_launched
240,32,32,1024,57,.92,alone,1,37472,5,73,17902,294,0,34076,220080,192984,97,2048
240,32,32,1024,57,.92,concurrent,1,47520,6,33,17995,294,0,43328,219072,250673,58,2048
240,32,32,1024,57,.92,alone,2,37760,5,73,17937,294,0,34422,220080,193233,41,2048
240,32,32,1024,57,.92,concurrent,2,47680,6,96,18036,294,0,43467,219072,250793,88,2048
240,32,32,1024,57,.92,alone,3,37568,5,73,17901,294,0,34160,220098,192908,19,2048
240,32,32,1024,57,.92,concurrent,3,47520,7,01,18023,294,0,43302,219108,250745,67,2048
240,1,1024,1024,57,.92,alone,1,121536,51,93,68342,486,0,110799,811206,654715,69,7680
240,1,1024,1024,57,.92,concurrent,1,159616,51,93,68339,486,0,145309,810054,865853,50,7680
240,1,1024,1024,57,.92,alone,2,121184,51,93,68342,486,0,110469,811224,653717,78,7680
240,1,1024,1024,57,.92,concurrent,2,159552,51,93,68337,486,0,145261,810072,866005,33,7680
240,1,1024,1024,57,.92,alone,3,121408,51,93,68343,486,0,110721,811224,654837,25,7680
240,1,1024,1024,57,.92,concurrent,3,159424,51,93,68339,486,0,145234,810054,865672,71,7680
240,64,16,1024,57,.92,alone,1,36480,6,45,17250,290,0,33208,206352,180302,56,1920
240,64,16,1024,57,.92,concurrent,1,44096,5,84,17239,290,0,40100,205254,232968,46,1920
240,64,16,1024,57,.92,alone,2,36192,6,45,17248,290,0,32997,206442,179009,66,1920
240,64,16,1024,57,.92,concurrent,2,43808,5,84,17241,290,0,39785,205236,232137,75,1920
240,64,16,1024,57,.92,alone,3,36192,6,45,17243,290,0,32961,206352,179451,31,1920
240,64,16,1024,57,.92,concurrent,3,43712,5,84,17236,290,0,39741,205254,231730,42,1920
240,512,2,1024,57,.92,alone,1,63040,22,87,34113,290,0,57395,407808,338037,19,3840
240,512,2,1024,57,.92,concurrent,1,82112,22,04,34099,290,0,74687,406656,444628,38,3840
240,512,2,1024,57,.92,alone,2,63104,22,87,34116,290,0,57478,407808,338063,72,3840
240,512,2,1024,57,.92,concurrent,2,81984,22,04,34099,290,0,74591,406656,444287,92,3840
240,512,2,1024,57,.92,alone,3,63168,22,87,34116,290,0,57500,407808,337681,50,3840
240,512,2,1024,57,.92,concurrent,3,82304,22,04,34099,290,0,74862,406656,444231,42,3840
240,1024,1,1024,57,.92,alone,1,120352,41,53,67831,290,0,109596,811008,657252,78,7680
240,1024,1,1024,57,.92,concurrent,1,158336,40,94,67816,290,0,144073,809856,869061,46,7680
240,1024,1,1024,57,.92,alone,2,120576,41,53,67831,290,0,109863,811008,657868,28,7680
240,1024,1,1024,57,.92,concurrent,2,158624,40,94,67816,290,0,144291,809856,869293,88,7680
240,1024,1,1024,57,.92,alone,3,120160,41,53,67830,290,0,109504,811008,657512,38,7680
240,1024,1,1024,57,.92,concurrent,3,158688,40,94,67817,290,0,144406,809856,869278,79,7680
240,8,64,512,113,.92,alone,1,30048,5,16,6211,294,0,27309,208512,245312,03,1920
240,8,64,512,113,.92,concurrent,1,37920,5,77,6205,294,0,34489,206784,323842,29,1920
240,8,64,512,113,.92,alone,2,29888,5,81,6211,294,0,27188,208512,245226,09,1920
240,8,64,512,113,.92,concurrent,2,37472,5,16,6201,294,0,34018,206784,319410,96,1920
240,8,64,512,113,.92,alone,3,30080,5,13,6213,294,0,27392,208512,245597,94,1920
240,8,64,512,113,.92,concurrent,3,37792,5,77,6203,294,0,34355,206784,317000,88,1920
240,4,128,512,113,.92,alone,1,29504,4,55,6209,294,0,26859,208512,245122,09,1920
240,4,128,512,113,.92,concurrent,1,37440,4,55,6201,294,0,33964,206784,320377,1920
240,4,128,512,113,.92,alone,2,29760,3,90,6208,294,0,27135,208512,244775,47,1920
