matrix_size,block_x,block_y,threads_per_block,num_blocks,memory_MB,scenario,run,gpu_time_ns,l2_read_hit_rate_pct,l2_total_sectors,l2_read_miss_sectors,l2_write_miss_sectors,sm_cycles_avg,sm_inst_executed,smsp_warps_active_avg,sm_warps_launched
240,32,32,1024,57,.92,alone,1,9504,2,70,649,397,0,8626,4320,6202,75,32
240,32,32,1024,57,.92,concurrent,1,9920,2,70,649,397,0,9015,4320,8308,71,32
240,1,1024,1024,57,.92,alone,1,20192,81,95,3365,397,0,18399,20256,21307,62,1024
240,1,1024,1024,57,.92,concurrent,1,24576,76,48,2845,397,0,22366,19104,22359,50,1024
240,64,16,1024,57,.92,alone,1,9312,25,93,781,397,0,8461,5280,7980,09,64
240,64,16,1024,57,.92,concurrent,1,9536,25,93,781,397,0,8657,5280,10466,71,64
240,512,2,1024,57,.92,alone,1,10560,69,56,1573,397,0,9580,14112,18671,91,512
240,512,2,1024,57,.92,concurrent,1,12832,62,12,1309,397,0,11624,12960,20076,50,512
240,1024,1,1024,57,.92,alone,1,13504,69,56,1573,397,0,12229,20256,20201,28,1024
240,1024,1,1024,57,.92,concurrent,1,16000,62,12,1309,397,0,14524,19104,21801,17,1024
240,8,64,512,113,.92,alone,1,8768,49,87,1045,397,0,7935,5280,7106,64
240,8,64,512,113,.92,concurrent,1,9120,49,87,1045,397,0,8261,5280,9155,08,64
240,4,128,512,113,.92,alone,1,8896,72,28,1829,397,0,8074,7200,10228,78,128
240,4,128,512,113,.92,concurrent,1,10208,66,24,1565,397,0,9242,7200,15363,71,128
496,32,32,1024,241,3.93,alone,1,9600,2,70,649,397,0,8686,4320,6288,97,32
496,32,32,1024,241,3.93,concurrent,1,10240,2,70,649,397,0,9271,4320,8283,32
496,1,1024,1024,241,3.93,alone,1,20096,81,95,3365,397,0,18261,20256,21605,72,1024
496,1,1024,1024,241,3.93,concurrent,1,24800,76,48,2845,397,0,22490,19104,23519,42,1024
496,64,16,1024,241,3.93,alone,1,9088,25,93,781,397,0,8247,5280,7705,41,64
496,64,16,1024,241,3.93,concurrent,1,9504,25,93,781,397,0,8612,5280,9842,75,64
496,512,2,1024,241,3.93,alone,1,10592,69,56,1573,397,0,9588,14112,18504,69,512
496,512,2,1024,241,3.93,concurrent,1,12384,62,12,1309,397,0,11178,12960,19039,79,512
496,1024,1,1024,241,3.93,alone,1,13536,69,56,1573,397,0,12299,20256,19941,97,1024
496,1024,1,1024,241,3.93,concurrent,1,16224,62,12,1309,397,0,14721,19104,21563,83,1024
496,8,64,512,481,3.93,alone,1,8768,49,87,1045,397,0,7946,5280,7154,47,64
496,8,64,512,481,3.93,concurrent,1,9216,49,87,1045,397,0,8336,5280,9403,21,64
496,4,128,512,481,3.93,alone,1,8896,72,28,1829,397,0,8064,7200,10353,06,128
496,4,128,512,481,3.93,concurrent,1,10272,66,24,1565,397,0,9281,7200,14256,33,128
784,32,32,1024,601,9.83,alone,1,9600,2,70,649,397,0,8687,4320,6260,84,32
784,32,32,1024,601,9.83,concurrent,1,10080,2,70,649,397,0,9144,4320,8394,88,32
784,1,1024,1024,601,9.83,alone,1,20480,81,95,3365,397,0,18610,20256,20880,1024
784,1,1024,1024,601,9.83,concurrent,1,24736,76,48,2845,397,0,22471,19104,23483,08,1024
784,64,16,1024,601,9.83,alone,1,9280,25,93,781,397,0,8396,5280,7869,81,64
784,64,16,1024,601,9.83,concurrent,1,9376,25,93,781,397,0,8503,5280,10359,50,64
784,512,2,1024,601,9.83,alone,1,10592,69,56,1573,397,0,9570,14112,18350,512
784,512,2,1024,601,9.83,concurrent,1,12608,62,12,1309,397,0,11418,12960,21077,50,512
784,1024,1,1024,601,9.83,alone,1,13888,69,56,1573,397,0,12616,20256,20004,88,1024
784,1024,1,1024,601,9.83,concurrent,1,16416,62,12,1309,397,0,14888,19104,22422,92,1024
784,8,64,512,1201,9.83,alone,1,8768,49,87,1045,397,0,7946,5280,7159,19,64
784,8,64,512,1201,9.83,concurrent,1,8992,49,87,1045,397,0,8130,5280,8987,58,64
784,4,128,512,1201,9.83,alone,1,8928,72,28,1829,397,0,8068,7200,10193,88,128
