matrix_size,block_x,block_y,threads_per_block,num_blocks,memory_MB,scenario,run,gpu_time_ns,l2_read_hit_rate_pct,l2_total_sectors,l2_read_miss_sectors,l2_write_miss_sectors,sm_cycles_avg,sm_inst_executed,smsp_warps_active_avg,sm_warps_launched
240,32,32,1024,57,.92,alone,1,9696,2,70,649,397,0,8780,4320,6336,06,32
240,32,32,1024,57,.92,concurrent,1,10080,2,70,649,397,0,9125,4320,8047,12,32
240,1,1024,1024,57,.92,alone,1,19904,81,95,3365,397,0,18141,20256,21680,41,1024
240,1,1024,1024,57,.92,concurrent,1,24896,76,48,2845,397,0,22598,19104,23447,92,1024
240,64,16,1024,57,.92,alone,1,9184,25,93,781,397,0,8326,5280,7760,53,64
240,64,16,1024,57,.92,concurrent,1,9920,25,93,781,397,0,8998,5280,11134,33,64
240,512,2,1024,57,.92,alone,1,10656,69,56,1573,397,0,9660,14112,18257,88,512
240,512,2,1024,57,.92,concurrent,1,12480,62,12,1309,397,0,11304,12960,19641,58,512
240,1024,1,1024,57,.92,alone,1,13472,69,56,1573,397,0,12192,20256,19855,06,1024
240,1024,1,1024,57,.92,concurrent,1,16000,62,12,1309,397,0,14496,19104,22245,88,1024
240,8,64,512,113,.92,alone,1,8704,49,87,1045,397,0,7856,5280,7024,22,64
240,8,64,512,113,.92,concurrent,1,8992,49,87,1045,397,0,8154,5280,9729,21,64
