matrix_size,block_x,block_y,threads_per_block,num_blocks,memory_MB,scenario,run,gpu_time_ns,l2_read_hit_rate_pct,l2_total_sectors,l2_read_miss_sectors,l2_write_miss_sectors,sm_cycles_avg,sm_inst_executed,smsp_warps_active_avg,sm_warps_launched
240,32,32,1024,57,.92,alone,1,37376,5,73,17932,294,0,34077,220080,192788,19,2048
240,32,32,1024,57,.92,concurrent,1,47360,6,37,18053,294,0,43224,219108,251009,29,2048
240,1,1024,1024,57,.92,alone,1,120864,51,93,68343,486,0,110281,811224,654697,41,7680
240,1,1024,1024,57,.92,concurrent,1,158816,51,93,68339,486,0,145046,810054,865801,62,7680
240,64,16,1024,57,.92,alone,1,36384,6,45,17247,290,0,33076,206406,179262,06,1920
240,64,16,1024,57,.92,concurrent,1,43968,5,81,17241,290,0,40097,205344,232113,04,1920
240,512,2,1024,57,.92,alone,1,63104,22,87,34115,290,0,57442,407808,337146,41,3840
240,512,2,1024,57,.92,concurrent,1,81984,22,04,34082,290,0,74704,406656,444094,17,3840
240,1024,1,1024,57,.92,alone,1,120032,41,53,67831,290,0,109257,811008,656446,41,7680
240,1024,1,1024,57,.92,concurrent,1,158432,40,94,67817,290,0,144433,809856,868456,88,7680
240,8,64,512,113,.92,alone,1,29504,4,52,6211,294,0,26862,208512,245118,72,1920
240,8,64,512,113,.92,concurrent,1,37504,5,81,6201,294,0,34175,206784,318814,21,1920
240,4,128,512,113,.92,alone,1,29696,4,55,6209,294,0,27076,208512,246290,34,1920
240,4,128,512,113,.92,concurrent,1,37728,4,55,6201,294,0,34403,206784,319423,08,1920
496,32,32,1024,241,3.93,alone,1,129088,4,76,71499,358,0,117758,865200,703505,47,8192
496,32,32,1024,241,3.93,concurrent,1,169536,4,79,71575,358,0,154306,864066,930903,33,8192
496,1,1024,1024,241,3.93,alone,1,243072,51,93,140022,486,0,221877,1671348,1331131,62,15872
496,1,1024,1024,241,3.93,concurrent,1,322080,51,93,140019,486,0,293159,1670250,1766434,71,15872
496,64,16,1024,241,3.93,alone,1,124480,4,81,69910,354,0,113382,838320,678337,19,7936
496,64,16,1024,241,3.93,concurrent,1,165920,4,32,69941,354,0,151370,836970,897071,38,7936
496,512,2,1024,241,3.93,alone,1,124480,29,76,70080,354,0,113300,837888,677879,09,7936
496,512,2,1024,241,3.93,concurrent,1,166336,29,20,70067,354,0,151719,836736,897477,25,7936
496,1024,1,1024,241,3.93,alone,1,242528,52,93,139766,354,0,220830,1671168,1336231,12,15872
496,1024,1,1024,241,3.93,concurrent,1,322304,52,61,139752,354,0,293913,1670016,1775361,38,15872
496,8,64,512,481,3.93,alone,1,104032,5,26,24329,358,0,94902,840192,949118,12,7936
496,8,64,512,481,3.93,concurrent,1,136992,5,26,24321,358,0,125008,838464,1255462,83,7936
496,4,128,512,481,3.93,alone,1,103680,4,81,24323,358,0,94631,840192,950341,38,7936
496,4,128,512,481,3.93,concurrent,1,136672,4,28,24315,358,0,124707,838464,1260474,58,7936
784,32,32,1024,601,9.83,alone,1,306144,5,70,174950,430,0,279454,2105508,1681758,20000
784,32,32,1024,601,9.83,concurrent,1,404896,4,87,174958,430,0,369705,2104032,2234616,08,20000
784,1,1024,1024,601,9.83,alone,1,380576,51,93,220661,486,0,347321,2639046,2091033,28,25088
784,1,1024,1024,601,9.83,concurrent,1,503360,51,93,220659,486,0,459620,2637930,2779201,71,25088
784,64,16,1024,601,9.83,alone,1,310272,5,75,178910,426,0,283079,2145936,1707165,16,20384
784,64,16,1024,601,9.83,concurrent,1,413408,4,91,178777,426,0,376453,2144550,2269416,29,20384
784,512,2,1024,601,9.83,alone,1,380704,33,85,220253,426,0,346959,2638848,2094706,41,25088
784,512,2,1024,601,9.83,concurrent,1,506592,33,44,220262,426,0,462256,2637696,2786754,58,25088
784,1024,1,1024,601,9.83,alone,1,379552,59,04,220694,426,0,346042,2638848,2102285,34,25088
784,1024,1,1024,601,9.83,concurrent,1,505344,58,84,220680,426,0,460923,2637696,2794950,46,25088
784,8,64,512,1201,9.83,alone,1,258144,5,63,61755,438,0,235862,2147232,2409003,94,20384
784,8,64,512,1201,9.83,concurrent,1,341920,4,78,61738,438,0,312266,2145504,3204799,54,20384
784,4,128,512,1201,9.83,alone,1,277440,4,62,66470,454,0,253219,2311872,2596255,72,21952
784,4,128,512,1201,9.83,concurrent,1,368064,3,81,66460,454,0,335424,2310144,3448989,83,21952
1016,32,32,1024,1009,16.51,alone,1,494656,3,56,286419,486,0,451277,3445680,2737439,41,32768
1016,32,32,1024,1009,16.51,concurrent,1,657952,4,33,286474,486,0,599556,3444834,3643966,58,32768
1016,1,1024,1024,1009,16.51,alone,1,490432,51,93,285623,486,0,447660,3418584,2702455,50,32512
